tt49258244,Goodbye New York,Goodbye New York,1949,26,"Drama,Mystery,Thriller",7.0,56,6,writer,story,1,0,Cornell Woolrich,1903,1968,writer
tt62150862,Post Mortem,Post Mortem,1949,30,"Drama,Mystery,Thriller",7.0,38,7,writer,story,1,9,Cornell Woolrich,1903,1968,writer
tt41637157,The Monkeys Paw,The Monkeys Paw,1949,30,"Drama,Mystery,Thriller",6.6,25,5,writer,story,1,10,W.W. Jacobs,1863,1943,writer
tt35089174,Edge of Panic,Edge of Panic,1950,30,"Drama,Mystery,Thriller",5.7,31,6,writer,based on a novel by,3,3,Henry Kane,1918,1988,writer
tt21083620,Im No Hero,Im No Hero,1950,30,"Drama,Mystery,Thriller",6.5,29,6,writer,from a story by,2,41,Henry Kane,1918,1988,writer
tt44433783,The Monkeys Paw,The Monkeys Paw,1950,30,"Drama,Mystery,Thriller",6.6,23,4,writer,story,3,6,W.W. Jacobs,1863,1943,writer
tt78754128,A Jockey Is Murdered,A Jockey Is Murdered,1951,30,Drama,6.3,15,6,writer,written by,3,3,Henry Kane,1918,1988,writer
tt93384662,Be a Pal,Be a Pal,1951,30,"Comedy,Family",8.1,462,7,writer,written by,1,2,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt85870743,Be a Pal,Be a Pal,1951,30,"Comedy,Family",8.1,462,8,writer,written by,1,2,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt80027688,Drafted,Drafted,1951,30,"Comedy,Family",7.6,419,7,writer,written by,1,11,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt60785986,Drafted,Drafted,1951,30,"Comedy,Family",7.6,419,8,writer,written by,1,11,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt37296299,Lucy Is Jealous of Girl Singer,Lucy Is Jealous of Girl Singer,1951,30,"Comedy,Family",7.8,383,7,writer,written by,1,10,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt46759898,Lucy Is Jealous of Girl Singer,Lucy Is Jealous of Girl Singer,1951,30,"Comedy,Family",7.8,383,8,writer,written by,1,10,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt87948810,Lucy Thinks Ricky Is Trying to Murder Her,Lucy Thinks Ricky Is Trying to Murder Her,1951,30,"Comedy,Family",8.1,560,7,writer,written by,1,4,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt15503950,Lucy Thinks Ricky Is Trying to Murder Her,Lucy Thinks Ricky Is Trying to Murder Her,1951,30,"Comedy,Family",8.1,560,8,writer,written by,1,4,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt27022206,Men Are Messy,Men Are Messy,1951,30,"Comedy,Family",8.3,441,7,writer,written by,1,8,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt54482328,Men Are Messy,Men Are Messy,1951,30,"Comedy,Family",8.3,441,8,writer,written by,1,8,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt52646905,Murder Rides the Night Train,Murder Rides the Night Train,1951,30,"Crime,Drama,Mystery",5.1,17,8,cinematographer,director of photography,1,14,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt29566480,The Adagio,The Adagio,1951,30,"Comedy,Family",7.5,410,7,writer,written by,1,12,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt25081016,The Adagio,The Adagio,1951,30,"Comedy,Family",7.5,410,8,writer,written by,1,12,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt25399522,The Audition,The Audition,1951,30,"Comedy,Family",7.8,410,7,writer,written by,1,6,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt17184642,The Audition,The Audition,1951,30,"Comedy,Family",7.8,410,8,writer,written by,1,6,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt59894623,The Diet,The Diet,1951,30,"Comedy,Family",8.2,470,7,writer,written by,1,3,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt20417531,The Diet,The Diet,1951,30,"Comedy,Family",8.2,470,8,writer,written by,1,3,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt29419596,The District Attorney Killer,The District Attorney Killer,1951,30,Drama,6.0,17,6,writer,written by,2,20,Henry Kane,1918,1988,writer
tt28377569,The Fur Coat,The Fur Coat,1951,30,"Comedy,Family",8.2,441,7,writer,written by,1,9,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt25534424,The Fur Coat,The Fur Coat,1951,30,"Comedy,Family",8.2,441,8,writer,written by,1,9,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt14737237,The Girls Want to Go to the Nightclub,The Girls Want to Go to the Nightclub,1951,30,"Comedy,Family",7.9,529,7,writer,written by,1,1,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt14742533,The Girls Want to Go to the Nightclub,The Girls Want to Go to the Nightclub,1951,30,"Comedy,Family",7.9,529,8,writer,written by,1,1,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt30128763,The Quiz Show,The Quiz Show,1951,30,"Comedy,Family",8.1,497,7,writer,written by,1,5,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt50317911,The Quiz Show,The Quiz Show,1951,30,"Comedy,Family",8.1,497,8,writer,written by,1,5,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt71311594,The Seance,The Seance,1951,30,"Comedy,Family",8.2,490,7,writer,written by,1,7,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt56195097,The Seance,The Seance,1951,30,"Comedy,Family",8.2,490,8,writer,written by,1,7,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt32877713,Pilot,Pilot,1951,45,"Comedy,Family",7.3,404,7,writer,written by,1,0,Madelyn Davis,1921,2011,"writer,producer,script_department"
tt23880388,Pilot,Pilot,1951,45,"Comedy,Family",7.3,404,8,writer,written by,1,0,Bob Carroll Jr.,1918,2007,"writer,producer,script_department"
tt68998328,Time to Go,Time to Go,1952,24,"Drama,Horror,Mystery",6.8,67,6,writer,script by,1,29,Mann Rubin,1927,2013,"writer,miscellaneous,producer"
tt93511486,The Assassin Ring Story,The Assassin Ring Story,1952,25,Adventure,6.6,11,10,cinematographer,director of photography,1,31,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt15401538,The Black Hood Story,The Black Hood Story,1952,25,Adventure,6.3,12,10,cinematographer,director of photography,1,36,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt92625268,The Parachute Story,The Parachute Story,1952,25,Adventure,7.4,13,10,cinematographer,director of photography,1,23,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt63243641,The Pat and Mike Story,The Pat and Mike Story,1952,25,Adventure,7.0,17,10,cinematographer,director of photography,1,9,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt42144517,Displaced Persons Story,Displaced Persons Story,1952,26,Adventure,6.0,16,10,cinematographer,director of photography,1,3,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt58571514,Operation ESP,Operation ESP,1952,26,Drama,6.2,14,6,producer,producer,1,2,Gilbert Ralston,1912,1999,"producer,writer"
tt69684346,The Bhandara Story,The Bhandara Story,1952,26,Adventure,6.8,14,10,cinematographer,director of photography,1,7,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
tt37912500,The Manger Story,The Manger Story,1952,26,Adventure,6.7,15,10,cinematographer,director of photography,1,5,Lester White,1907,1958,"cinematographer,camera_department,special_effects"
