tconst,startYear,runtimeMinutes,primaryTitle
tt30926514,1979,48,Mystery Man Part II
tt82651243,1979,48,No Escape
tt22689655,1979,48,No Escape
tt78693744,1979,48,Slammer
tt49857871,1979,48,Slammer
tt28220605,1979,48,Slammer
tt35790565,1979,48,Star One
tt94445619,1979,48,Star One
tt67264265,1979,48,Superstar
tt68053030,1979,48,Superstar
tt76500101,1979,48,Superstar
tt66610931,1979,48,The Burden
tt83500739,1979,48,The Burden
tt26212755,1979,48,The Burden
tt59912307,1979,48,The Confession
tt48191199,1979,48,The Conscience
tt83801963,1979,48,The Conscience
tt42569520,1979,48,The Disciple
tt82546282,1979,48,The Disciple
tt21164084,1979,48,The Eleventh Event
tt54021254,1979,48,The Parting
tt58224287,1979,48,The Parting
tt75829297,1979,48,The Parting
tt72962048,1979,48,The Quiet Room
tt46669619,1979,48,The Slam
tt95072943,1979,48,Vendetta Road
tt98397231,1979,48,Vendetta Road
tt70635697,1979,48,Wildfire
tt22350248,1979,49,A Day at the Metropole
tt44628321,1979,49,A Day at the Metropole
tt68914238,1979,49,All Star Championship Eight Is Enough vs Family Welcome Back Kotter vs Love Boat
tt10233027,1979,49,Alma Mater
tt21532539,1979,49,Alma Mater
tt11955487,1979,49,Amazon Hot Wax
tt25908713,1979,49,Amazon Hot Wax
tt71235606,1979,49,Amazon Hot Wax
tt58364689,1979,49,Amazon Hot Wax
tt43526839,1979,49,And a Cup of Kindness Too
tt28170785,1979,49,And a Cup of Kindness Too
tt73239156,1979,49,And a Cup of Kindness Too
tt91564149,1979,49,And a Cup of Kindness Too
tt37257204,1979,49,Andrew Part 1
tt88420401,1979,49,Andrew Part 1
tt70075822,1979,49,Andrew Part 1
tt70656551,1979,49,Andrew Part 2
tt32818489,1979,49,Andrew Part 2
tt65678939,1979,49,Andrew Part 2
tt99367867,1979,49,Angel in a Box
tt79400299,1979,49,Angel in a Box
tt15276936,1979,49,Angel in a Box
tt71750296,1979,49,Angels Remembered
tt23996606,1979,49,Angels Remembered
tt40016740,1979,49,Angels Remembered
tt37404224,1979,49,Angels on the Street
tt19465622,1979,49,Angels on the Street
tt42143366,1979,49,Angels on the Street
tt23728209,1979,49,Appointment in Florence
tt59669528,1979,49,Appointment in Florence
tt65837629,1979,49,Appointment in Florence
tt58995392,1979,49,Appointment in Florence
tt93873817,1979,49,Author Author
tt75795314,1979,49,Author Author
tt26240558,1979,49,Back to School Part I
tt12956468,1979,49,Back to School Part I
tt59801365,1979,49,Back to School Part I
tt42098776,1979,49,Back to School Part I
tt82583960,1979,49,Back to School Part II
tt23592238,1979,49,Back to School Part II
tt88133263,1979,49,Back to School Part II
tt20559685,1979,49,Back to School Part II
tt52756662,1979,49,Best Friends
tt82886706,1979,49,Best Friends
tt86366617,1979,49,Collision Course The Brave Goose
tt65911939,1979,49,Collision Course The Brave Goose
tt83238492,1979,49,Collision Course The Brave Goose
tt65824448,1979,49,Collision Course The Sixth Man
tt60506178,1979,49,Collision Course The Sixth Man
tt47597043,1979,49,Collision Course The Sixth Man
tt32364753,1979,49,Counterfeit Angels
tt35123785,1979,49,Counterfeit Angels
tt72189523,1979,49,Counterfeit Angels
tt64530702,1979,49,Counterfeit Angels
tt72968765,1979,49,Crossed Connections
tt80689587,1979,49,Crossed Connections
tt91764310,1979,49,Crossed Connections
tt76230797,1979,49,Crossed Connections
tt20433069,1979,49,Death Mountain
tt32444539,1979,49,Death Mountain
tt97561102,1979,49,Death Watch
tt27971199,1979,49,Death Watch
tt82065831,1979,49,Death Watch
tt38523210,1979,49,Demand and Supply
tt69556879,1979,49,Demand and Supply
tt24766922,1979,49,Double Sting
tt23155933,1979,49,Doubtful Target
tt68941393,1979,49,Dragonseed
tt80820459,1979,49,Dragonseed
tt17041905,1979,49,Dragonseed
tt57988671,1979,49,Dragonseed
tt73594732,1979,49,Ellie Saves the Day
tt45637118,1979,49,Ellie Saves the Day
tt97437717,1979,49,Everything I Touch
tt42220137,1979,49,For Love or Money
tt51361914,1979,49,For Love or Money
tt20587655,1979,49,Founders Day
tt77557201,1979,49,Founders Day
tt25262354,1979,49,Founders Day
tt66029252,1979,49,Gambling
tt87798639,1979,49,Gambling
tt62273118,1979,49,Gambling
tt78768210,1979,49,Ghost of the Ripper
tt21425217,1979,49,Ghost of the Ripper
tt32036591,1979,49,Granny Annie
tt16176940,1979,49,Granny Annie
tt84700319,1979,49,Hazzard Connection
tt37392356,1979,49,Hazzard Connection
tt47759557,1979,49,High Octane
tt79171848,1979,49,High Octane
tt19417703,1979,49,High Octane
tt79032080,1979,49,Hollywood
tt77163274,1979,49,Hollywood
tt29157503,1979,49,Hollywood
tt12375296,1979,49,Home Again
tt46177585,1979,49,Home Again
tt15806040,1979,49,Hot Run
tt22940363,1979,49,Hot Run
tt93013348,1979,49,Hot Run
tt74190400,1979,49,Hot Run
tt23002234,1979,49,Julies Return
tt74080719,1979,49,Kidnap
tt96970005,1979,49,Kidnap
tt33143224,1979,49,Kidnap
tt35439430,1979,49,Kids
tt25556289,1979,49,Kids
tt58354070,1979,49,Kids
tt17412027,1979,49,Kill Dan Tanna
tt53036401,1979,49,Kill Dan Tanna
tt51440007,1979,49,Love and Marriage
tt72184525,1979,49,Love and Marriage
tt85042275,1979,49,Mastectomy Part 1
tt22056757,1979,49,Mastectomy Part 1
tt95470883,1979,49,Mastectomy Part 2
tt61394074,1979,49,Mastectomy Part 2
tt23778842,1979,49,Mortal Mission
tt64594251,1979,49,Mortal Mission
tt96309966,1979,49,Mortal Mission
tt71083290,1979,49,Mortal Mission
tt34241721,1979,49,Mother of the Year
tt62490385,1979,49,Murder Cartel
tt83321362,1979,49,Murder Cartel
tt48242659,1979,49,Murder Cartel
tt99546303,1979,49,Murder Cartel
tt71174510,1979,49,One Armed Bandits
tt50617779,1979,49,Pirouette
tt28716316,1979,49,Pirouette
tt56826610,1979,49,Pirouette
tt65631036,1979,49,Pressure Point
tt68947668,1979,49,Pressure Point
tt83915259,1979,49,Red Handed
tt39187195,1979,49,Red Handed
tt48702322,1979,49,Return Engagements
tt89051705,1979,49,Return Engagements
tt83114511,1979,49,Return of the Supercycle
tt97764722,1979,49,Return of the Supercycle
tt60152279,1979,49,Return to the Circus
tt62959777,1979,49,Return to the Circus
tt12435612,1979,49,Rodeo
